#Clade_name	CSM-7CZ2F	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4A	CSM5FZ4C	CSM5FZ4E	CSM5FZ4G	CSM5FZ4K	CSM5LLGB	CSM5MCTZ	CSM5MCU4	CSM5MCU8	CSM5MCUA	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUS	CSM5MCUW	CSM5MCUY	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCWM	CSM5MCWS	CSM5MCXB	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5MCYI	CSM5MCYM	CSM5MCYO	CSM5MCYQ	CSM5MCYU	CSM5YRY7	CSM67U9H	CSM67U9P	CSM67U9R	CSM67U9T	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM67UEP	CSM67UET	CSM67UEW	CSM67UF1	CSM67UH3	CSM6J2H9	CSM79HG7	CSM79HGD	CSM79HGF	CSM79HGH	CSM79HGJ	CSM79HGL	CSM79HGN	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HLY	CSM79HM5	CSM79HM9	CSM79HNG	CSM79HNY	CSM79HPM	CSM79HPQ	CSM79HQR	CSM79HQT	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOMR	CSM7KOMV	CSM7KONS	CSM7KONW	CSM7KONY	CSM7KOQ5	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	CSM7KOU7	CSM7KOUJ	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5GEZ4	ESM5GEZ6	ESM5GEZA	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEAB	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEC7	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM5MEEJ	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD43	HSM5MD44	HSM5MD47	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6G	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRQE	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ1T	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7CZ2X	HSM7J4JT	HSM7J4JV	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	HSMA33P2	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHV	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIQ	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2N6	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79H9U	MSM79HBX	MSM79HCN	MSM79HD6	MSM79HD8	MSM79HF1	MSM9VZFJ	MSM9VZJF	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	MSM9VZN4	MSM9VZNV	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBS6	PSM6XBSC	PSM6XBSE	PSM6XBSG	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM6XBW1	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1C2	PSM7J1CK	PSM7J1CO	PSM7J1CS	PSMA2651
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01242	0.04938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01902	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_ART55_1|t__GCF_000210595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.09283	0	0	0	6.92005	18.68949	6.34859	24.82549	0	0	0	0	0	0	0	0	0	0	0	0	0	5.91648	36.79273	5.29411	28.94736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.52734	15.23252	0	0	0	0	0	11.99735	0	0	0	16.75524	6.62068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.56029	0	0	0	0	0	0	0	2.6694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39337	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0.00358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01583	0.00137	0.08275	0	0	0	0	0	0	0	0	0	0.00907	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10885	0	0	0	0	0	0.22581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.82354	0.08465	0.05288	0.17977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.27914	0	0	0	0	0.01164	0	0.35753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales|f__Siphoviridae|g__Siphoviridae_noname|s__Lactobacillus_phage_PL_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02468	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Retroviridae_noname|s__Avian_endogenous_retrovirus_EAV_HP|t__PRJNA15213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei	0	0	0	0	0	0	0	0	0	0	0	0	0.05203	0.04168	0.04658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04913	0	0	0	0	0	0	0	0	0.00963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00518	0.00398	0.00747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31627	0	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0.10962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0	0	0	0	0.01769	0	0	0	0	0	0	0	1.32332	0.92459	3.79643	0	0	0	0.00083	0	0	0.02249	0	0	0.07224	0.01025	0.0107	0.01116	0	0	0	0	0	0	0	0	0	0	0	0	1.67599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12353	0	0	0	0	0	0	0	1.29088	1.14905	0.19827	0	0	0	1.03899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00317	0	0	0	0	0	0	0	0	0	0	0.30223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123	0	0	0	0.05781	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23435	0.03328	0.15693	0.45897	0.14047	0.93554	1.14147	0.60656	1.98153	0.08317	0	0	0.09838	0.21531	0.10807	0.0647	0.06928	1.43577	0	0	0	0	0	0	0.18921	0	0	0	0	0.23321	0	0	0	0	0	0	0	0	0	0.02352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8033	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_noname|o__Oscillatoriales|f__Oscillatoriales_noname|g__Arthrospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified	0	0	0	0	0	0	0	0.0094	0	0	0	0	2.9452	0.82346	0	0.01816	0	0	0	0	0	0	0	0	0	0	0	0	0	8.19545	0.08726	0	0	0	0	0	0	0.11463	0	0	0	0	0.2131	0	0	0	0	0.33822	0	0	0.08694	0	0.07476	1.47489	2.75636	12.43858	1.55559	0	0	0	0.23771	0	0.37577	0	0	0	0	0	0	0	1.20073	0.46027	0.50099	0.33614	1.36178	0.85654	4.6095	1.48266	2.12408	0	0	0.30172	0.9995	0	0	0.34876	0	0	0	0.01301	0	1.46225	0.05648	0	0	0	0.97291	0	0	0	0.22105	2.1282	0.33688	0	0	0	0	0	3.2072	0.86837	0	0	2.33284	0	0.00436	0	3.47268	2.6801	8.54742	0.90061	2.14952	0	0.01786	0	0	3.22518	2.43788	0	0	0	4.17362	1.52458	0.89428	12.07569	0.4941	2.40126	7.7834	7.70685	10.18151	6.46509	0	0	0	0	9.09733	3.61333	10.21145	1.10558	0	0	0	0	0	0	0	7.32321	2.3247	0.22097	3.64433	0.00578	0	0	0	20.65312	2.15928	3.82254	2.39637	1.29924	0	0	0	0	0	10.88637	0	0	0	0	0	0.01803	26.75848	1.59863	0	0	0	0.41638	0	0	0	0	0	0	0	0.80518	0	0.84142	0.14923	2.07528	0	0	0	0	0	0	0.02283	0	0.35833	6.92208	0.15794	0	0	0	0	0	0	0	0	0.23959	2.11002	0.02514	0	0	0.11219	0	0	0.02682	0	0.35887	0	0	0	0	0	0	0	0	0	0	0	7.58266	0	0	0.35553	0.72371	0.8257	1.55286	0.37675	0	0.98036	0	0	0	0	0	0	0.76696	1.58142	1.36168	0	17.18467	2.72589	0	0	0	0	0	0.92167	0.68144	0	0	0	0	0	2.63313	0.24947	0	0	0	0	0	0	0.02847	1.4784	0	0	0	0	0	1.87462	0	2.02479	0.09881	0	0.074	0	1.00473	2.09401	0	0	0	0	0	8.99098	2.72982	0	3.15655	0.06716	0	0	0.60922	0.92014	0	0	0	0	1.69239
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00056	0	0	0	0	0	0	0	0	0	0	0.00449	0	0.02049	0	0	0	0.02635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06568	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes|t__Propionibacterium_acnes_unclassified	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridiaceae_noname	0.0051	0	0	0	0	0	0	0	0	0	0.00223	0	0	0	0.0203	0.07408	0.06027	0.17107	0	0	0	0	0.0774	0.19107	1.91805	0.07494	0.02377	0.26079	0	0	0	0	0	0	0	0.02228	0.00562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05138	0	0	0	0	0.51925	0	0.03477	0	0	0	0	0.00974	0.04378	0.09377	0.03099	0.02684	0	0.0307	0	0.00264	0	0	0	0	0	0	0.00634	0.01004	0.01825	0.0201	0	0	0	0	0	0	0	0.00067	0	0	0	0	0	0	0	0	0.32597	0	0	0.00176	0.01322	0	0	0	0	0.00164	0	0	0	0	0	0	0	0	0	0.05408	0	0	0	0.01781	0	0	0	0	0	0	0	0	0	0.00151	0	0.07769	0	0	0	0	0	0	0	0	0.04169	0.19082	0.06076	0.08469	0.00564	0	0	0	0	0	0	0	0.00101	0.00487	0.13929	0.0276	0.00576	0	0	0	0	0	0.20345	0.0385	0.00188	0	0	0	0	0	0	0	0	0	0.02565	0	0	0	0	0.07296	0.05514	0.08931	0.03854	0.0046	0.03645	0	0	0	0	0	0	0	0	0	0.00473	0	0.00285	0	0	0	0	0	0.01817	0.00664	0	0.01619	0.10642	0	0	0.00107	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129	0	0	0	0.03943	0.02539	0	0	0	0	0.05819	0	0	0	0	0	0	0	0.01605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02014
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	6.01287	0	0	0	0	0	0	0	0	0	1.26545	0	0	0	0	0	0	0	0.45752	2.99332	0.36823	2.77752	0	0	0	0	0	0	0	0	0	0.37322	0	0	0	0	0	0.32161	0	0	0	0	0.01614	0	0	0	0	0.00434	0.8493	0	0	0	0	0	0	0.04058	0	8.71417	0	6.66992	5.74695	3.48158	0	0	0	0	0	0	0	2.06748	0.00264	0	0	0	0	0.00302	0	0.06597	0.83328	0	15.47042	9.8157	0	6.34298	7.63319	0.02128	0	0	1.68141	0	0	0	0	2.04625	0	12.35768	12.06926	6.09635	0	0	0	0	0	0	0	10.37529	10.19709	5.94622	0.00502	23.0369	0	0	0	0	0	0	0	0.02301	0	0	0	0	0	0	0.03381	0	0	0	0.00094	0	0	0.0107	0	0	0	0.37745	0	0	0	0	0	0	0	0	0	0	0	0.05932	0	0	0.76855	2.62579	1.07483	0.97378	0.55726	0	0	0	0	0	0	0	0	0	0	0.02233	0	0.14502	0	0	2.10237	0	0	0	0	3.19295	0	0	0	0	0	0.81884	0	0	2.1139	0.38809	0.87209	0	0.26792	0	0	0	0	0	0.87271	1.28855	2.16499	2.13421	1.20396	0	0	0.00686	0	1.42122	0	0	0.23084	0	1.70116	3.02959	0.00098	0	0	0.91533	0.01454	0	0	0	0.07457	0	0	0	0	0	0	0	0	0	0	0	0.21245	0	0	0	0	0	0	0	0	0	0	0	0	2.38383	3.54247	3.09911	3.40945	0	0	0	0	0	0	0	0	3.77055	0	0	0	0	0	0	0	0	0	0.02538	0	2.99293	0	0.0919	0	0	2.92469	0.01403	0.02098	0	0	6.93111	0	0.00269	0.00046	0	0	4.3983	0	3.93392	0	6.82169	0	0	0	0.00267	0	0	0	0	0.23981	0.04163	0	0	0	3.16506	0	0.10664	0	0	0	10.21295	0	0.67961	0	0	0	0	0	0.00227
