#Clade_name	CSM-7CZ2F	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4A	CSM5FZ4C	CSM5FZ4E	CSM5FZ4G	CSM5FZ4K	CSM5LLGB	CSM5MCTZ	CSM5MCU4	CSM5MCU8	CSM5MCUA	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUS	CSM5MCUW	CSM5MCUY	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCWM	CSM5MCWS	CSM5MCXB	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5MCYI	CSM5MCYM	CSM5MCYO	CSM5MCYQ	CSM5MCYU	CSM5YRY7	CSM67U9H	CSM67U9P	CSM67U9R	CSM67U9T	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM67UEP	CSM67UET	CSM67UEW	CSM67UF1	CSM67UH3	CSM6J2H9	CSM79HG7	CSM79HGD	CSM79HGF	CSM79HGH	CSM79HGJ	CSM79HGL	CSM79HGN	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HLY	CSM79HM5	CSM79HM9	CSM79HNG	CSM79HNY	CSM79HPM	CSM79HPQ	CSM79HQR	CSM79HQT	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOMR	CSM7KOMV	CSM7KONS	CSM7KONW	CSM7KONY	CSM7KOQ5	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	CSM7KOU7	CSM7KOUJ	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5GEZ4	ESM5GEZ6	ESM5GEZA	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEAB	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEC7	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM5MEEJ	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD43	HSM5MD44	HSM5MD47	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6G	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRQE	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ1T	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7CZ2X	HSM7J4JT	HSM7J4JV	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	HSMA33P2	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHV	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIQ	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2N6	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79H9U	MSM79HBX	MSM79HCN	MSM79HD6	MSM79HD8	MSM79HF1	MSM9VZFJ	MSM9VZJF	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	MSM9VZN4	MSM9VZNV	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBS6	PSM6XBSC	PSM6XBSE	PSM6XBSG	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM6XBW1	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1C2	PSM7J1CK	PSM7J1CO	PSM7J1CS	PSMA2651
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae	4.29106	0	0.05459	0	0	0.13923	0	0	0	0	2.2627	0	0.01804	0	0	0.02781	0.88909	0	2.57922	4.56323	4.19547	1.80125	0.29489	0.3086	7.5636	7.54568	9.00427	9.07264	0	7.97832	0.12069	0.14091	0	0	0	0	0	0.06279	0	0.79307	0	0	0.07394	3.96898	2.07148	1.11815	0	0	0.23768	0	0	0	0	0	0	0.00933	0	0.37045	0	0.56802	1.21481	0.01384	0	0	0	0	0	0	2.4329	6.35005	0	0	0	0	0	0	0	0.03391	0.48472	0	0.81044	3.53111	0	4.57303	2.94944	0.26113	0	0	0.09572	0	4.75202	0	0	1.27362	0	2.52459	1.14085	1.65359	0	0	0	0.21965	0	0.18504	0	1.36566	1.97638	1.73791	1.21817	0.02425	0	6.50722	0	2.50149	0	0	7.26028	4.29105	8.46197	0	0	0	0	9.51837	12.92057	0.44804	0	0	0.64568	3.89048	0	0	0	3.87478	0.48737	0.15944	0.0261	0	0	0	0.09307	0.6066	0	0.6069	0	0	0	3.72962	0	0	4.77819	2.86839	3.29809	6.22125	1.61981	0	0	0.13553	0	0	0	0	0	0	0	0.02951	0	0.59458	0	8.85178	5.78565	0	0	0	0	1.21642	0	0	0	0.00153	0	1.15555	4.71427	3.65234	4.74465	1.62386	4.58742	0	0.0498	0	3.1438	0	0	0	1.79261	5.38776	4.32281	3.95337	1.37101	0	0	0	0	1.16052	0	0	0.08594	0	2.87605	1.88889	1.88287	8.21326	5.95106	3.52238	2.76078	8.49497	2.20429	3.74521	1.87342	0	0.25854	0	0	0	2.53254	0.02431	0.00652	0	8.1568	0	0.48651	0.04754	0	0	0	0	0	12.4879	4.80325	0.13917	0.49147	0.457	0.55045	0	0	0	0	2.97821	3.15162	0	2.64151	2.75492	2.85654	2.31106	2.4622	0.0055	2.7462	5.33502	3.1025	0.87566	4.3354	0	0.2882	0	0	2.49608	0	0.0912	0.77815	3.8034	0.92763	0	2.05473	0	0.63774	4.38919	0	0.99192	0.25752	0.83411	2.67165	0.46725	0	6.54479	0	1.63441	0.68891	7.83707	0	0.83343	0	0.95339	0.06499	0.14174	1.00518	0.07256	0.01692	1.27253	2.11995	2.54319	3.81616	1.54726	1.22567	0.01521	6.14138	1.08256	0.13806	1.76552	0	0.26718	0	10.25573	0.77256	1.91313	2.60475	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35125	0	0.13285	0.01217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08907	0.12467	0	0	0	0.08405	0	0	0	0	0	0	0	0	0	0	0.01227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_dorei	0.00509	0.02155	0	0.36155	0.30124	0	0	0.00643	0	0	0.33773	0	5.26483	6.5214	8.64738	2.97831	0.49875	78.40242	0.13537	0.40456	0.36896	0.14098	0.20583	0.32571	0	0	0	0	53.94329	11.57714	76.26143	0.00905	0	0.0013	5.97369	87.17133	88.66827	0.05867	0	0	21.03677	0	0.27591	0	0.00161	0	0.17121	0.9486	0.63307	0	1.70157	0	1.17804	3.95132	6.84824	8.2795	1.21611	0.09285	0	0.00691	0	0	6.53991	0	0	0	0	14.221	0.00187	0.21403	5.08348	4.55838	4.58862	5.25073	8.4757	1.56152	0	0.0853	0.35684	10.86186	0	0.00062	0	0.01616	0.13623	0.58433	0	0	0.85737	0	0	2.75708	0.80452	0	0	0.05845	0.0321	0	0	0	0.41114	0.97783	0.3223	0.00651	0	0	0	0.00045	0.0384	2.39931	0.03704	3.38547	2.06427	2.99281	0	0	2.1906	2.20323	0.98745	0	0	0	1.05153	0.55418	0.54332	0.03926	0	0	0.61407	0.11639	0	0	0	1.07836	0	4.72096	1.61624	2.68823	3.12109	5.25871	0.03933	1.18221	0.11504	7.55556	0	0	0	0	0	0	0.46754	0.108	0.00766	0.06659	0.01172	2.1693	1.08574	0.22692	0	0	0	0	0	0	0.00211	0.03003	1.59574	0.00084	0.38876	1.62348	0.6882	0.12	0.11256	2.03496	0	0.0694	0.10104	0.38741	0.40309	0	0	0.70762	0.16511	4.93437	0.02216	0	0.00518	0.64742	0.18954	0.3227	0.52655	0.00115	0	0	0.11145	0.27098	0.1153	0.03161	0.01171	0.10781	0.15683	0.31064	0.11063	3.09629	0.19335	0.08321	0.14975	0	0	0.00085	1.39866	0	0	0	0.03465	13.0339	0	0	0.1512	0.16229	0	0	0	0	0	0.10455	0.32887	0.13617	0	0	0	0.00247	0	23.7735	29.79942	30.13916	9.82262	0	1.11279	0	0.13163	0.25371	0.42529	0	0.84854	0.28839	0.34427	0.00295	1.39867	0.44054	0	0	0	0	0.00533	0.00999	0.48542	0.12739	0.21712	6.82946	1.04192	0	0	0	0.04033	0.33657	0.46958	0.10322	0.75533	0	0.19325	0.2055	2.90282	0.0212	0.50355	0.08373	24.92048	1.23206	0.13037	1.02484	0	0.11086	0	0.04244	2.83382	7.39282	12.64433	0	2.32331	1.24198	1.42616	0.63709	0.04975	0	0.57149	0	1.70399	0.41664	0.33572	0.30152	0.61029	0.77123	0	0.76922	23.07837	0.31607	1.1034	0	0	0.46136	0	0.02109	0.26221	0.05869	19.78287	20.78763
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Caudovirales	0	0.39528	0	0	0	0.01439	0	0.00763	4.10126	0.18367	1.20669	0	0	0	0.1238	0	0	0	0	0	0	0	0	0	3.4897	0.39793	0.02524	0	0	0	0	0.05728	0.01431	0.3742	0	0	0	0	0	0	0	0	0.16584	0	0.51992	0.0925	0	0.00229	0	0	0.75995	0	0.0182	0	0	0	0	0	0.4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13116	0.1096	0	0.23517	0	0.00301	0	0	0	0.02575	0.00575	0	0	0.40632	0	0	0.0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85284	0	0	0	0.00629	0	0	0	0	12.46426	0.02468	0	0	0.48504	0	0	0	0.2808	0	0	0.00347	0	0	0	0.20039	0	0.3114	0	0	0.03184	0.0786	0	0	0.11603	0.12068	0	0	0	0	0	0	0	0.45182	5.33925	0	0	0	0	0	0	0	0	0.67249	0.33926	0	0.17367	0.01733	0	0	0	0.39102	0	0	0	0	0	0	0.01276	0	0.00383	0.02919	0	0.34556	0.8873	0	0.01201	0	0	2.109	0	0	18.96626	0	16.09932	0	0.01135	0	0	0	0	0.00283	0	0.01201	0	0	0	0.08207	0	0.04857	0	0	0	0	0	0	0	0	0	0	0.27146	0	0	0	0	0.01294	0	0	0.3535	0	0	0.00478	1.04373	0.08118	0.05004	0.04534	0	0.17198	0.21	0	0	0.03302	0	0	0	0	0	0	0.00943	0	0.00548	0.01584	0	0	0	0	0	0	0	0	0	0	0.01544	0	1.51392	0.20803	0	0	0.04084	0	0	0	1.04532	0.00176	0	0	1.56482	0	0.37403	0	0	0	0.01443	0	0	0	0	0	0	0	0	0.01317	0	0	0	0.00564	0.10981	0	0.06552	0	0	0	0.00904	0.00469	0.03256	0.00619	0	0	0.01118	0.01369	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Coprobacter|s__Coprobacter_fastidiosus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86683	1.26767	0	0	0	0	0	0	0	0	0	0	0	0.01188	0	0	0	0	0	0	0	0	0.08279	0	0.12308	0.66322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155	0	0.66409	0	0	0	0	0	0	0	0	0	0	0	0	0.17482	0	0	0	0	0	0	0	0	0	0.25948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25753	0	0	0	0	0	0	0	0.84961	1.1643	1.59957	0.0023	0.60766	0	0	0	0	0	0	0.02827	0	0	0	0	0.02996	0	0	0.34926	0	0.83602	0	0	0	0	0.06706	0	0	0	0	0	0	0.01987	0	0.04485	0	0	0.03794	0	0	0.18366	0.23617	0	0.38034	0	0	0	0	0	0	0	0	0	0	0	0.00046	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25015	0	0	0.17045	0.11288	0	0	0	0	0	0	0	0	0	0	0	0	0.00548	0	0	0.01068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02035	0	0	0.03906	0	0	0	0	0	0	0	0	0	0	0	0	0.14804	0	0	0	0	0	0	0.01653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.90156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13745	0	0	0	0	0	0	0	0	0	0	0	0.00618	0.0293	0	0	0	0	0.0348	0.06647	0	0	0.10162	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034	0	0	0	0	0	0	0	0	0	0	0.00657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01169	0	0	0	0	0	0	0	0	0	0	0	0.99892	0.1199	0.00122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4098	0	0	0	0	0	0	0	0	0	0	0.00597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae	0	0	0	0	0	0	0.02048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20741	0	0	0	0	0.26686	0	0	0	0	0	0.02878	0	0	0.25826	0	0	0	0	0	0	0	0	0.10276	0	0	0.05544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2996	0	0	0	0	0.01947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13046	0.10559	5.49449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06065	0.0077	0	0	0	0	0	0	0	0.33656	0	0	0	0	0	0	0	0.09854	0	0	0	0	0	0.05529	0	0	0.01707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02387	1.04589	0	0.07347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07143	0	0	0	0	0	0	0	0	27.76842	0	0	0	0.98841	0	0	0	0	0	0	0	0	0	0	0.05442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.72594	0	0	0	0	0	0	0	0	0	0.09252	1.65472	0.06987	0.16499	0	0.78901	0	0	0	0	0	0	0	0	0	0.56553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72716	0	0.2243	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcaceae_noname|s__Peptostreptococcaceae_noname_unclassified	0	0	0	0	0	0	0	0	0	0.03212	0	0	0	0	0	0	0	0	0	0.01524	0	0	0.05038	0.02442	0	0.04579	0	0	0	0	0	0	0	0	0	0	0	0.05635	0	0	0	0	0	0	0	0	0.0775	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05918	0	0	0	0	0	0	0	0.01746	0	0	0	0	0	0	0	0	0.05372	0	0	0.0339	0	0	0	0	0	0	0	0	0	0	0	0	0.33087	0	0	0	0	0.16259	0	0	0.10641	0.04202	0	0	0	0	0	0	0	0	0	0	0	0	0.05362	0	0	0	0.03923	0	0	0	0	0.12159	0	0	0	0.05975	0	0.05243	0.08869	0	0	0	0	0	0	0.01691	0	0	0	0	0	0	0	0.02182	0.02434	0	0	0	0	0	0	0.02611	0	0	0	0.5665	0	0	0	0	0	0	0	0	0	0	0	0.01013	0.01169	0	0.07384	0	0	0	0	0	0.06261	0	0.0608	0	0	0.02928	0	0.0124	0	0.01735	0	0	0	0	0	0.01597	0	0.01414	0	0	0.09082	0	0	0	0	0	0	0	0	0	0	0	0	0.04033	0.06207	0	0.18537	0.05038	0	0	0	0.16877	0	0	0	0	0	0	0	0	0	1.66983	0.16312	0	0	0	0	0.0179	0	0.03317	0	0	0.04121	0	0	0.01628	0	0	0	0	0	0	0.0225	0	0	0	0	0	0	0	0	0	0	0.02343	0	0	0.0083	0	0.04132	0	0.02631	0	0	0.00586	0	0	0	0	0	0	0	0	0.04722	0	0	0	0.02632	0	0	0	0	0.0754	0	0.63713	0	0.02942	0	0	0	0	0	0	0	0	0	0	0.01043	0	0	0	0	0	0	0	0	0.05022	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01118	0.00542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum|t__Lactobacillus_fermentum_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa|t__GCF_000239955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
