#Clade_name	CSM5FZ3T	CSM5FZ46	CSM5FZ4C	CSM5FZ4G	CSM5FZ4K	CSM5FZ4O	CSM5LLGB	CSM5MCTZ	CSM5MCU4	CSM5MCU6	CSM5MCU8	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUU	CSM5MCUW	CSM5MCUY	CSM5MCV1	CSM5MCV3	CSM5MCVJ	CSM5MCVV	CSM5MCWI	CSM5MCWM	CSM6J2H9	ESM5GEYU	ESM5GEYW	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEBA	ESM5MEBP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM5MEEB	ESM5MEEJ	ESM5MEET	HSM5FZBP	HSM5FZBQ	HSM5FZBU	HSM5FZC2	HSM5MD47	HSM5MD4A	HSM5MD4B	HSM5MD4S	HSM5MD4U	HSM5MD51	HSM5MD57	HSM5MD59	HSM5MD5K	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8N	HSM5MD8P	HSM5MEE5	MSM5FZ9X	MSM5LLD8	MSM5LLFG	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLGD	MSM5LLGH	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHM	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHV	MSM5LLHX	MSM5LLI6	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLIK	MSM5LLIQ	MSM5LLIS	MSM5ZOJY
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum|t__GCF_000154345	0	0	0	0	0	0	0	0	0.00199	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_clostridioforme|t__Clostridium_clostridioforme_unclassified	0.05592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26235	0.05594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08226	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4768	0	0	0	0	0	0	0.50067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Endornaviridae|g__Endornavirus|s__Bell_pepper_endornavirus|t__PRJNA70001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Catenibacterium|s__Catenibacterium_mitsuokai	0	0	0	0	0	0	0	0	0	0	0	0	1.80863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.50318	0	0	0	0	0	0	0	0	0	0	0.00407	0.49128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82144	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Tombusviridae|g__Tombusvirus|s__Cucumber_Bulgarian_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_tanakaei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_johnsonii	0	0	0	0.02174	0	0	0	0	0	0	0	0.0038	0.14329	0	0	0	0.66262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01581	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15655	0.12216	0	0	0	0	0	0	0.00658	0	0.60566	0	0	0	0	0.04683	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_unclassified	0.0793	8.4203	0	0.49829	30.07004	7.8316	0	0.0658	1.05127	28.93458	8.09569	0.16467	36.15867	2.65024	0	14.52175	17.59122	3.77859	57.03396	0.02674	2.79456	0.50746	55.70953	0.12243	8.83921	0.13865	0.14481	0	0.15892	0.39863	0.00921	44.56753	3.75513	7.05845	0.19391	0	0	0.01816	69.99022	59.02156	34.43103	63.36464	49.43552	0.58793	55.9151	76.38013	55.28912	0.2423	0	36.70489	7.11997	0.23956	0.18299	28.46842	5.03348	10.96268	28.19378	4.01486	37.48218	76.63794	0.0718	22.46588	14.03624	12.26868	59.81753	5.08222	0.16187	0.10741	1.3872	30.39176	0	0.00735	0.06488	4.85215	9.91573	18.45414	28.16317	9.46289	2.09023	21.68459	0.081	0	36.56371	29.35588	43.10705	30.84231	26.05405	34.03209	9.31137	17.71967	2.10252	10.28001	0.00769
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii	0	0	0	0	0	0	0	0	0	1.89908	0.00129	0.0008	0	0	0	0	0	0.99725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22251	0	0	0.40862	0	0	0	0	1.09423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91771	0	0.44458	0.36976	0	0	0	0	0	0	0	0	1.43256	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii	0	0	0	0	0	0	0	0	0	0	0.02684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0.01764	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Retroviridae|g__Alpharetrovirus|s__Fujinami_sarcoma_virus|t__PRJNA14708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93889	0.00167	0.04445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified	0	0	0	0	0	0	0	0	0.05141	0	0	0	0	0.10435	0	0	0.24141	0	0	0	0	0	0	0	0	0	0	0.00044	0	0	0	0.03935	0	0	0	0	0	0	0.33227	0.11464	0.12836	0.39815	0	0	0	0	0.06695	0	0	0	0	0.1031	0.67	0	0	0	0	0	0	0	0	0.11932	0	0	0.12142	0	1.52261	0	0	0.04853	0.03305	0	0.00048	0.01493	0.03204	0	0.26549	0	0	0	0.04529	0	0	0	0.01217	0	0	0.08692	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bromoviridae|g__Cucumovirus|s__Cucumber_mosaic_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.67645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia	2.19589	26.53872	4.44475	0.52987	5.81203	2.924	0.13795	0.05985	58.76245	18.13008	28.76856	0.03006	8.34428	14.60997	16.29769	5.72385	46.04026	15.34872	3.9625	33.49806	57.62134	68.81931	12.31413	4.26938	2.82342	1.19853	9.98092	0.47427	42.22366	0.4334	17.71889	35.86753	13.10527	46.35864	1.16304	25.88825	4.84113	40.25363	21.56005	22.02627	22.24845	8.25708	23.4492	0.28065	24.86863	8.44872	10.56998	0.63026	0	6.55476	21.90125	59.7311	36.52581	7.95041	1.71692	18.32769	0.18219	3.84004	28.04017	6.85757	3.08864	15.65838	36.26438	46.24266	12.50786	26.38267	8.65359	26.76633	36.34392	38.2231	91.12859	4.70329	0.01859	4.62628	61.90486	12.58812	10.23478	4.61988	0.07509	11.8275	6.9445	46.66714	8.13873	2.61202	18.094	3.58219	7.66345	19.46298	8.17531	3.19724	82.24999	19.93405	0.47138
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megamonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_7_1_58FAA|t__GCF_000242155	0	0	0	0	0	0	0	0	0	0	0.04255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02053	0.02846	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0	0	0	0.00723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.87195	0	2.79693	0.03255	0	0	0	0.15648	0	0	0	0	0.02787	0.70165	0	0	0	0	0.08922	0	0	0.00327	0	0	0	0.36067	0.52773	0	0	0	0	0	0.40582	0.03035	0	0	0.11812	0.90025	0	0	0	0.04907	0	0	1.05289	0	0	0	0	0	0.12377	2.48933	0	0	0	0	0	0	0	0.0054	0	0	0	0	0.6797	0	0.13771	0	0	0	0	0	0	0.00507
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis|t__Bacteroides_fragilis_unclassified	2.36313	0	2.18287	0	0.59029	0	0	0.00043	0.12706	0	0	0	0	0.0429	0	0	0	0	0	0	0	0	0	0	0	0	1.73693	0.01283	7.99875	0	0.34684	0.01728	0.02329	0	2.06867	0	0	0.31052	0	0	0	0	0	0.1505	0.21572	0.05954	0.35418	0	0	0.66557	0	0	0	0.15331	0	0	0	0	0	1.19679	0.68153	0	0	0.08081	2.46404	0	0	0	0	0	0	0	0.00019	0.01651	0	0	0	0	0.02227	0.00979	0	0	0	0	1.15093	1.60892	0	0.15395	0.00314	0.09846	0	0.56747	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Pantoea|s__Pantoea_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter|s__Odoribacter_splanchnicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4768	0	0	0	0	0	0	0.50067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens|t__Clostridium_perfringens_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04637	0	0	0	0	0.00027	0	0	0	0.28402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01432	0	0	0	0	0.33591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01466	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens|t__GCF_000188175	0	0	0	0	0	0	0	0	0	0	0	0	2.39642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76735	0	0	0	0	0	0	0	0	0	0	0.00181	0.34837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88755	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00023	0	0	0.01605	0	0	0	0	0	0	0	0	0	0.02303	0.21135	0.55699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena	0	0	0	0	0	0	0	0.0001	0	0	0	0	0	0	0	0	0.00447	0	0	1.03216	0	0	0	0	0	0	0	0	0	0	0	0.04936	0	0	0	0	0	0	0.0232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00857	0.09208	0	0	0	0	0.01053	0.00722	0.60647	0	0	0	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09964	0	0	0.33953	0.00944	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Trichovirus|s__Apple_chlorotic_leaf_spot_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02559	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi	0	0	0	0	0	0	0	6e-05	0.0904	0.10833	0	0	0	0	0	0	0	0	0	0	0	0	0.03711	0	0	0	0.54021	0	0	0	0	0.00076	0	0	0	0	0.00224	0	0	0	0	0	0.00279	0	0	0	0.02023	0	0	0	0	3.96151	4.11644	0	0	0	0	0	0	0.03489	0	0	0	2.61153	0.06338	0	0.34657	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0	0	0	0	0	0	0	0	0	0	0.01079
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname	0	0	0	0	0	0	0	0	0	0	0.30067	0	0	0	0	0	0	0	0	0.58451	0	0	0	0	0	0.00136	0	0	0	0	0	0.40116	0	0	0	0	0	0	0.12718	0	0	0.48092	0	0	0.05747	0.04432	0	0	0	0	0	0.45657	4.49008	0.00849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00774	0	0.00349	0	0	0	0	0	0	0.00143	0	0	0	0.02596	0	0	0.02053	0.02846	0	0.01168	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii	0	12.13013	2.84085	0.08856	0.55327	0.42578	0.07718	0.02314	50.37694	1.1201	0.26572	0.01606	2.93186	2.28563	0.78908	2.6179	22.71501	2.19673	0.5162	0	32.06353	15.13889	8.75591	0	1.39085	0.19062	5.18955	0.06961	11.26954	0.4334	14.29416	10.70638	7.14034	0.35082	0	0.70966	0	12.43806	2.60339	15.40561	19.43897	6.36366	18.87314	0.28065	4.95392	0.37038	2.46856	0.06722	0	1.24953	2.13799	0	0	1.40102	0.78196	16.99735	0.18219	2.63294	20.79222	6.77178	0	8.92438	36.26438	2.32302	8.07088	5.95729	2.74318	0.4807	6.7999	1.48286	0	0.3071	0.00754	1.01692	1.28048	5.18483	9.02723	2.74341	0.01935	2.83406	0	40.56406	3.85854	0.47756	12.5711	0.46864	4.70437	2.6458	4.09149	0.80196	2.4445	3.16427	0.00121
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname	0	0	0	0	0.00243	0	0	0	0.83991	0	0.07501	0	0	0	0	0	0	0	0	0	0	0	0.07533	0	0.01765	0	0	0	0	0	0	0.05385	0	0	0	0	0	0.01091	0	0	0	0	0	0	0	0.01371	0.20234	0	0	0	0	0	0	0	0.00277	0.01018	0	0	0.18927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167	0	0.14016	0.04956	0	0	0	0	0	0	0	0	0.31306	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae|g__Tobamovirus|s__Bell_pepper_mottle_virus|t__PRJNA20059	0	0	0	0	22.71414	0	0	0	4.50304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.97078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron|t__Bacteroides_thetaiotaomicron_unclassified	3.21857	0	4.91193	0.00688	0	0.06959	0	2e-05	0.36077	0	0	0	0	0	0	0.00312	0.41757	0.12425	0	0	0	0	0	0	0	0.00106	0	0.00984	3.40351	0	0	0.1217	0	0	0.48526	0	0	0	0	0	0	0	0.30819	0	0	0	0	0	0	0	0.02962	0	0	0.12419	0.02306	0	0	0	0.03556	0	0.38827	0	0	0	0	0.2964	0	0	0	0	0	0	0	0	0	0.12838	0	0.00433	0	0	0	0	0	0.41363	0	0	0.0722	0.03488	0	0	0	0.00117	0
k__Bacteria|p__Bacteroidetes	24.87968	23.85936	17.16418	1.20037	33.89171	15.61144	0.03724	0.57561	26.63259	66.10111	14.83677	0.50782	64.11668	13.36929	21.07357	24.43971	48.36813	70.35007	90.44398	8.86519	23.01945	4.05336	75.39727	0.12243	12.07944	1.091	6.36449	0.82682	54.95995	0.39863	1.1829	57.196	4.12069	28.84145	11.6385	0	0	2.25391	74.77244	66.00513	37.12183	66.58579	54.42978	0.73842	68.48333	85.95773	79.69247	0.46075	0	47.46601	36.20253	24.37211	52.58312	62.8094	7.38114	14.90021	60.11304	9.54006	65.67959	79.03116	3.59423	56.98259	14.03624	23.13916	63.80335	50.73517	12.98572	2.38953	27.08851	52.43241	0	1.72453	0.08597	10.40163	29.18075	85.90736	83.89446	21.60391	2.28165	29.72618	0.08449	4.68003	60.46016	67.16073	68.00357	42.56822	64.68814	57.97548	21.18029	23.18255	10.04501	40.36267	0.01486
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae	0	0	0	0.0054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4768	0	0	0	0	0	0	0.50067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	0	0	0	0	0	0	0	0	0	0	0	0	2.39642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.76735	0	0	0	0	0	0	0	0	0	0	0.00181	0.34837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.88755	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61234	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Tombusviridae|g__Aureusvirus|s__Pothos_latent_virus|t__PRJNA15185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis	0	9.21963	0	0.36229	1.86192	2.08118	0	0.03717	6.17431	0	0	0.0162	0	0.37344	0	2.29426	13.73378	0	6.96462	0	0	0	0	0	0.76958	0.39155	0	0.08079	1.78919	0	0	1.11164	0	0	0	0	0	0	0	0	0	0	0	0	1.44788	1.00714	14.25995	0.06434	0	3.86515	0.0239	0	0	1.48068	0.72798	0	0.35858	0	0	0	0	0.01348	0	0	0	10.57987	0	0	0	0	0	0	0	0	0.47565	1.86559	2.22612	2.68413	0.05929	1.84313	0	0	3.70551	0	6.94242	2.50808	5.42814	5.35602	6.64227	1.53148	0	0	0
