#Clade_name	CSM5FZ3T	CSM5FZ46	CSM5FZ4C	CSM5FZ4G	CSM5FZ4K	CSM5FZ4O	CSM5LLGB	CSM5MCTZ	CSM5MCU4	CSM5MCU6	CSM5MCU8	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUU	CSM5MCUW	CSM5MCUY	CSM5MCV1	CSM5MCV3	CSM5MCVJ	CSM5MCVV	CSM5MCWI	CSM5MCWM	CSM6J2H9	ESM5GEYU	ESM5GEYW	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEBA	ESM5MEBP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM5MEEB	ESM5MEEJ	ESM5MEET	HSM5FZBP	HSM5FZBQ	HSM5FZBU	HSM5FZC2	HSM5MD47	HSM5MD4A	HSM5MD4B	HSM5MD4S	HSM5MD4U	HSM5MD51	HSM5MD57	HSM5MD59	HSM5MD5K	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8N	HSM5MD8P	HSM5MEE5	MSM5FZ9X	MSM5LLD8	MSM5LLFG	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLGD	MSM5LLGH	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHM	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHV	MSM5LLHX	MSM5LLI6	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLIK	MSM5LLIQ	MSM5LLIS	MSM5ZOJY
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bromoviridae|g__Ilarvirus|s__Blueberry_shock_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85133	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bromoviridae|g__Cucumovirus|s__Cucumber_mosaic_virus|t__PRJNA15470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.67645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae|g__Eremothecium|s__Eremothecium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15021	0	0	0	0	0.02893	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	0	0.23096	0	0.00903	0.01409	0.16161	0	0	0.68188	0	0	0.00012	0	0	0	0.00873	0.17891	0.89912	0	0	0	0	0	0	0.00085	0	0	0.00177	0	0	0	0.07994	0	0	0	0	0	0	0	0	0	0	0	0	0.09579	0.03253	0.85197	0.00145	0	0.01478	0	0	0	0	0.03353	0	0	0	0.00264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03638	0.00323	0.0048	0	0	0	0	2.26369	0.06644	0.10637	0.15518	0.03589	0.09358	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0	0	0	0	0	0	0	0.00012	0	0	0	0	0.23734	0.0152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20825	0.01474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00989	0	0	0	0	0	0	0	0	0	0	0	0.10184	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16239	0	0	0	0.43481	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_filiformis|t__GCF_000157995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01252	0	0	0	0	0	0.01414	0	0	0	0	0.00313
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Foveavirus|s__Apple_stem_pitting_virus|t__PRJNA14744	0	0	0	0	0	0	0	0.00282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01212	0	0	0	0	0	0	0	0	0.04481	0	0	0	0	0	0
k__Eukaryota	0	0	0.01961	0	0	0	0	0	0	0	0	0	5.3278	0	0	0	0	0	0	0	0	0	0.03067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03172	0	0.2566	0	0	0	0	0	0	0.24855	0	0	0	0	0.00363	0	0	0	0	0	0	0	4.66381	0	0	0.0614	0	0	0	0	0	0	0	0	0	0.09174	1.1785	0	0	0	0	0.00628	0	0	0	0	0.58609	0	0	0.08295	0	2.15238	0.00258
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelotrichaceae_noname	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02383	0	0	0	0	0	0	0	0	0	0	0	0.00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04399	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Proteus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella|s__Collinsella_unclassified	0	0	0	0.00021	0.18743	0	0.00072	0	0	0	0.00288	0	0	0.05659	0	0	0.38171	0	0	0	0.98814	0.80755	0	0	0	0	0	0	0	0	0	0.01436	0	0	0	0	0	0	0.08307	0.1076	0.00428	0	0	0	0	0	0	0.04012	0	0	0	0	0	0	0	0.00637	0	0	0.03549	0	0	0.17588	0	0	0	0	0	0	0	0.476	0	0.10288	6e-05	0.0309	0	0.14494	0	0.02187	0.00812	0	0	0.20743	0.00894	0	0.03894	0.00127	0	0.13079	0.01085	0	0	0.15636	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemania|s__Holdemania_unclassified	0	0	0	0.00118	0	0	0.0041	0.00061	0	0	0	0	0	0.15657	0	0	0.293	0	0	0	0.08295	0	0	0	0	0	0	0	0	0	0	0.03436	0	0	0	0	0	0	0.00552	0	0.10983	0.01066	0	0	0	0	0	0	0	0.00142	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12023	0	0.09619	0.0509	0.01374	0	0.04682	0	0.02002	0	0	0	0	0	0	0	0	0	0.53698	0.10319	0	0.05134	0	0	0.22572	0.01469	0	0	0	0.06398
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_vulgatus	19.01039	0.04766	3.28379	0	0.65328	0	0.03724	0.01245	2.32258	6.08324	1.05655	0.01258	2.74614	0.43913	0	0	0	1.17265	9.73174	0	1.11141	0	2.72078	0	0	0.02167	3.22743	0.00525	2.29543	0	0.28083	0.00262	0	2.03054	8.83481	0	0	1.09147	3.92128	4.90115	1.87274	2.21442	0	0	0.03776	2.02091	2.57043	0	0	0	0	0	0	0.41771	0.00141	0	0	0.70934	2.54471	0	2.45263	1.65464	0	0	0	1.76112	10.02825	1.73209	15.9717	10.08981	0	0.46432	4e-05	0.63506	1.35815	2.70382	0.41712	0.10927	0.00774	0	0	2.99219	4.08627	1.1543	0.15117	0	0.20901	0.77119	1.3052	1.32755	7.91486	1.40886	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Alphaflexiviridae|g__Potexvirus|s__Pepino_mosaic_virus	0	0	0	0	0	4.01199	0	0.02768	0	0	0	0	0	0.8919	0	21.71087	0	0	0	0	0	0	0	0	49.35004	0	0	0	0	0	0	6.49371	0	0	0	0	2.31065	0	0	0	0	0	0	0	0	0	0	1.73259	0	29.83766	0	0	0	0	0	0	0	0	0	0	60.19261	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Eukaryota|p__Ascomycota	0	0	0.01961	0	0	0	0	0	0	0	0	0	5.3278	0	0	0	0	0	0	0	0	0	0.03067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03172	0	0.2566	0	0	0	0	0	0	0.24855	0	0	0	0	0.00363	0	0	0	0	0	0	0	4.66381	0	0	0.0614	0	0	0	0	0	0	0	0	0	0.09174	1.1785	0	0	0	0	0.00628	0	0	0	0	0.58609	0	0	0.08295	0	2.15238	0.00258
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcaceae_noname|s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07872	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01291	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0	19.27775	3.91754	0.30662	0.64995	1.66742	0.08942	0.02925	51.84419	9.41363	20.19715	0.02903	5.12828	2.70434	1.6123	5.02745	36.21812	9.36859	0.55756	0	35.87994	15.13889	9.40797	0	2.50596	0.48608	6.11098	0.11113	12.07513	0.4334	14.40694	16.60934	7.18114	39.03339	0	0.70966	0.25335	12.48429	2.60972	15.61082	19.52357	7.12238	18.95749	0.28065	5.30377	0.38577	3.45652	0.20168	0	1.46368	7.15303	1.16835	4.86433	2.12447	1.03257	17.22057	0.18219	3.31328	21.71076	6.77178	0	9.92846	36.26438	6.78966	8.10465	8.79584	2.74318	0.77129	6.98237	2.01525	28.05095	1.1178	0.00955	1.27098	56.53443	6.04258	9.26513	3.89247	0.04165	2.83406	0.9202	40.68764	4.7188	1.71789	12.6654	0.55492	6.02453	5.08854	5.45454	1.44573	2.66807	3.33367	0.09305
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	0	0	0.01961	0	0	0	0	0	0	0	0	0	5.3278	0	0	0	0	0	0	0	0	0	0.03067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03172	0	0.2566	0	0	0	0	0	0	0.24855	0	0	0	0	0.00363	0	0	0	0	0	0	0	4.66381	0	0	0.0614	0	0	0	0	0	0	0	0	0	0.09174	1.1785	0	0	0	0	0.00628	0	0	0	0	0.58609	0	0	0.08295	0	2.15238	0.00258
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_noname|g__Burkholderiales_noname|s__Burkholderiales_bacterium_1_1_47|t__GCF_000144975	0	0	0	0	0.00243	0	0	0	0.83991	0	0.07501	0	0	0	0	0	0	0	0	0	0	0	0.07533	0	0.01765	0	0	0	0	0	0	0.05385	0	0	0	0	0	0.01091	0	0	0	0	0	0	0	0.01371	0.20234	0	0	0	0	0	0	0	0.00277	0.01018	0	0	0.18927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00167	0	0.14016	0.04956	0	0	0	0	0	0	0	0	0.31306	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus|s__Onion_yellow_dwarf_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae|g__Nepovirus|s__Tobacco_ringspot_virus|t__PRJNA14933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Potyviridae|g__Potyvirus|s__Onion_yellow_dwarf_virus|t__PRJNA15407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales|f__Coriobacteriaceae|g__Collinsella	0	0	0	0.00021	0.18743	0	0.00072	0	0	0	0.00288	0	0	0.05709	0	0	0.44446	0	0	0	1.63499	0.80755	0	0	0	0	0	0	0	0	0	0.01436	0	0	0	0	0	0	0.09183	0.1076	0.00428	0	0	0	0	0	0	0.06207	0	0	0	0	0	0	0	0.00637	0	0	0.03549	0	0	0.17588	0	0	0	0	0	0	0	0.62735	0	0.3195	6e-05	0.0309	0	0.14494	0	0.02187	0.00812	0	0	0.21236	0.00894	0	0.03894	0.00127	0	0.26105	0.02456	0	0	0.15636	0
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02559	0	0	0
k__Viroids|p__Viroids_noname|c__Viroids_noname|o__Viroids_noname|f__Avsunviroidae|g__Pelamoviroid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Picornavirales|f__Secoviridae|g__Nepovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.25255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii|t__GCF_000265365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00641	0	0	0	0	0	0.23302	0	0	0.19902	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.23501	3.0743	3.60996	0	0	0	0	1.55456	0.33364	0	0	0	0	0	1.40138	0	0	0	0	0	0	0	0	0	0	6.59917	0	0	0	0	0	0	0	0	0.03362	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_aeruginosa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_massiliensis|t__Bacteroides_massiliensis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0.00473	0	0	0	0	0	0	0	0	0	0	1.82113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16158	0	3.05052	0.80044	0	0	0	0	0	0	0	0	3.82927	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Tombusviridae|g__Tombusvirus|s__Cucumber_Bulgarian_virus|t__PRJNA14881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_hominis	0	0	0	0	0	0	0	0	0.05074	0	0	0	0	0.01188	0	0	0	0	0	0	0	0	1.13111	0	0	0	0	0	0	0	0	0.02511	0	0	0	0	0	0	0	1.03776	0	0	0	0	0	0	0	0	0	0	0	0	0	2.50492	0	0	0	0	0	0	0	0	0	0	0.12222	0	0.28851	0	1.99472	0.29774	0	0	0	0	0	0	0.07336	0.12709	0	0	0.00541	0	0	0	0	0	0.36024	0	0	0	0	0.02516	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_callidus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00037	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Virgaviridae|g__Tobamovirus|s__Pepper_mild_mottle_virus|t__PRJNA15148	0	35.31313	56.83698	0	24.30843	61.96948	0.46091	0.07502	6.86167	0	39.59838	0	0	65.4587	26.35395	34.81168	3.06261	0	0	0	0	0	0	79.10969	12.07024	79.13278	40.97104	0	0	0	26.1725	0	73.50608	11.02719	0.74027	0	48.38041	9.62149	0	1.14153	0.56397	12.758	3.71679	0	0	0	0	96.08432	34.13407	14.2082	14.26813	0	0	0.56736	87.65029	65.70842	0	83.60824	3.1781	0	0	0	0	0	1.16602	10.55743	15.22955	60.49629	1.28503	0	0	85.06311	0	0	0	0	1.56476	17.11222	0	56.85508	15.17466	44.20617	0	11.86207	0	44.14528	24.82489	0	49.90204	47.55687	5.50551	2.59719	2.88762
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccae|t__Prevotella_buccae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00168
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13325	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii|t__Bacteroides_finegoldii_unclassified	0	0	0	0	0	0	0	0	0	1.89908	0.00129	0.0008	0	0	0	0	0	0.99725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22251	0	0	0.40862	0	0	0	0	1.09423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91771	0	0.44458	0.36976	0	0	0	0	0	0	0	0	1.43256	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus|s__Coprobacillus_unclassified	0	0	0	0	0	0	0	0.0003	0	0	0	0	0	0	0	0	0	0	0	0.00043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61234	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_desulfuricans|t__Desulfovibrio_desulfuricans_unclassified	0	0	0	0	0	0.45228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04764	0	0	0	0	0	0	2.59914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10077	0.37626	0	0	0	0	0.27124	0	0	0	0.27786	0.02175	0.09776	0	0	0	0
k__Bacteria|p__Verrucomicrobia	0	2.91043	2.9824	0	0	0	0	0	0	6.14855	2.84293	0.01324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54217	0.49518	0	0	0	0	0	1.4022	0	0.01928	0	18.36894	1.94523	0.42394	0	0	0	0	0	0	0	0	1.47677	0.01772	0.03851	0.38544	0	0	0	0	0	1.24889	0	0	0.24616	0	0	0	0	0	0.00017
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55456	0.33364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	0	2.91043	2.9824	0	0	0	0	0	0	6.14855	2.84293	0.01324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54217	0.49518	0	0	0	0	0	1.4022	0	0.01928	0	18.36894	1.94523	0.42394	0	0	0	0	0	0	0	0	1.47677	0.01772	0.03851	0.38544	0	0	0	0	0	1.24889	0	0	0.24616	0	0	0	0	0	0.00017
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Tombusviridae|g__Aureusvirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
